-0.79,0.14,-0.17,13.28,74.98,123.43,-1.62,0.35,0.12,-99.33,192.61,-88.76,-0.66,0.46,-1.38,9.37,104.90,-250.00,-0.05,-0.19,-0.30,243.09,-77.85,58.87,-1.35,-0.00,0.93,-85.75,50.28,242.44,-1.05,0.71,-1.36,-150.68,56.76,-213.33,-0.32,-0.02,-0.86,207.50,-13.27,7.21,-0.60,0.22,0.52,141.95,-7.03,249.99,-1.69,0.79,0.23,-206.03,64.84,68.09,-0.61,1.05,-1.32,-131.13,8.77,-250.00
-0.31,0.22,0.10,77.06,88.00,158.09,-1.50,0.50,0.00,-117.01,161.58,-21.51,-0.91,0.59,-1.23,-21.74,67.18,-250.00,-0.21,-0.23,-0.71,227.29,-55.69,-24.70,-0.67,-0.04,0.81,116.21,7.54,249.99,-1.97,0.66,-0.07,-250.00,61.58,-84.43,-0.56,0.23,-1.17,124.24,30.20,-98.64,-0.12,-0.03,0.15,222.92,-50.71,235.98,-1.32,0.55,0.50,-135.38,71.52,201.66,-1.22,1.07,-0.59,-205.89,25.57,-250.00
-0.59,0.27,0.31,66.50,150.28,186.90,-1.89,0.73,-0.05,-124.73,193.60,-191.09,-0.29,0.27,-1.02,71.66,108.25,-190.71,-0.01,-0.26,-0.23,249.60,-64.71,125.91,-1.67,0.27,0.90,-116.42,84.14,249.99,-1.13,0.94,-1.26,-166.14,1.81,-244.86,-0.22,-0.06,-0.66,192.80,1.25,18.28,-0.76,0.11,0.54,113.79,-9.93,249.99,-1.52,0.93,0.14,-200.26,84.99,102.91,-0.89,1.14,-1.10,-147.30,-0.59,-250.00
-0.46,0.15,-0.02,54.95,74.37,177.18,-1.93,0.48,0.10,-132.47,212.16,-62.60,-0.48,0.64,-1.41,39.58,156.05,-250.00,-0.09,-0.22,-0.57,249.76,-73.27,19.43,-0.77,0.02,1.04,3.25,21.79,249.99,-1.77,0.80,-0.93,-229.77,26.66,-192.00,-0.24,0.10,-1.03,163.36,0.60,-72.24,-0.45,0.01,0.19,169.10,-38.31,249.99,-1.47,0.49,0.43,-110.36,65.54,226.07,-1.36,1.03,-0.58,-175.43,-29.88,-250.00
-0.39,0.07,-0.11,62.61,84.49,117.65,-1.54,0.51,0.31,-27.16,91.02,89.29,-1.14,0.81,-1.08,-95.40,42.90,-250.00,-0.22,-0.19,-0.63,180.93,24.88,-75.01,-0.40,-0.10,0.66,135.49,-11.30,249.99,-2.00,0.35,0.18,-250.00,94.40,-25.89,-0.73,0.50,-1.31,93.47,92.10,-157.80,-0.25,-0.16,0.11,206.60,-49.96,144.07,-1.09,0.22,0.52,4.01,51.09,249.99,-1.56,0.98,-0.07,-248.08,45.71,-108.56
-0.37,0.15,0.08,92.87,101.97,153.98,-1.77,0.53,0.24,-78.02,105.61,62.03,-0.95,0.85,-1.35,-36.74,83.33,-250.00,-0.14,-0.32,-0.63,201.93,-22.66,-70.01,-0.41,-0.06,0.80,96.16,-26.63,249.99,-2.00,0.48,-0.07,-250.00,87.57,-75.70,-0.48,0.33,-1.32,117.01,83.36,-110.30,-0.22,-0.06,0.07,189.17,-77.16,213.43,-0.98,0.35,0.39,-24.73,11.42,249.99,-1.59,1.06,0.04,-238.02,67.33,-100.95
-0.51,0.12,-0.21,63.95,84.58,102.28,-1.40,0.37,0.11,-50.13,52.80,92.25,-1.31,0.69,-0.72,-75.34,70.92,-250.00,-0.15,-0.15,-0.95,180.01,32.36,-87.34,-0.36,-0.08,0.47,177.73,-8.47,249.99,-2.00,0.17,0.55,-211.98,61.33,112.30,-0.73,0.75,-1.60,-43.57,40.21,-219.09,-0.27,-0.15,-0.42,206.21,-13.03,100.44,-0.73,0.21,0.48,65.47,3.22,249.99,-1.49,0.89,0.08,-229.30,41.73,30.12
-0.40,0.30,0.07,51.57,84.22,139.47,-1.50,0.54,0.19,-101.33,81.99,13.53,-1.19,0.71,-1.04,-50.25,6.71,-250.00,-0.23,-0.19,-0.70,183.17,11.20,-59.16,-0.47,-0.13,0.71,143.39,13.85,249.99,-1.81,0.27,0.22,-233.86,67.73,48.86,-0.82,0.64,-1.50,2.36,37.67,-188.16,-0.27,-0.11,-0.23,232.23,-22.09,77.35,-0.93,0.16,0.56,61.29,8.99,249.99,-1.78,0.94,0.16,-207.78,64.19,46.15
-0.50,0.26,0.08,75.28,138.24,107.38,-1.57,0.46,0.34,-68.02,71.17,53.75,-1.10,0.51,-0.95,-49.57,45.78,-250.00,-0.28,-0.24,-0.71,181.36,70.05,-77.12,-0.62,0.00,0.78,99.27,24.22,249.99,-2.00,0.47,0.42,-250.00,-7.48,-25.29,-0.66,0.46,-1.16,45.97,63.02,-179.12,-0.31,-0.13,-0.14,197.62,-27.41,125.22,-1.00,0.16,0.59,14.82,32.71,249.99,-1.62,0.94,0.04,-250.00,59.78,-7.31
-0.39,0.23,0.28,53.26,115.07,177.31,-1.94,0.67,0.16,-120.48,91.22,-92.45,-0.56,0.48,-1.00,2.91,178.05,-250.00,-0.09,-0.22,-0.44,214.39,-31.50,5.45,-0.66,-0.00,0.85,0.32,17.21,249.99,-1.99,0.95,-0.71,-250.00,-19.00,-191.51,-0.27,0.20,-0.97,159.06,14.49,-72.38,-0.49,-0.01,0.27,169.44,-23.19,249.99,-1.24,0.43,0.36,-98.11,56.84,233.36,-1.61,1.16,-0.33,-218.81,-8.48,-233.83
