-0.79,-0.53,0.14,-14.86,26.82,-22.83,-0.71,-0.60,-0.05,1.47,38.90,-36.06,-0.36,-0.69,-0.25,16.98,26.50,-5.81,0.21,0.85,0.24,184.52,-148.04,249.99,-1.40,0.75,0.32,21.29,-50.09,163.43,-0.55,0.76,0.36,2.74,-3.18,-19.19,-0.79,0.48,0.17,-9.64,9.76,-21.13,-0.73,0.47,0.29,-6.97,-2.74,-9.29,-0.76,0.49,0.29,-1.56,2.08,-8.80,-0.76,0.47,0.28,-4.49,3.47,-11.64
-0.85,-0.62,0.03,7.74,36.53,-19.44,-0.29,-0.86,-0.22,8.38,8.67,-18.55,0.66,0.41,-0.19,101.64,-195.84,249.99,-1.60,0.87,0.05,-73.76,-50.91,223.91,-0.63,0.87,0.41,16.64,-14.56,-30.11,-0.74,0.51,0.06,-15.36,-4.98,-22.03,-0.74,0.53,0.19,-8.12,-11.04,-9.96,-0.77,0.51,0.26,-4.97,-3.23,-3.41,-0.77,0.48,0.23,-4.71,0.15,-7.98,-0.79,0.50,0.22,-3.27,1.34,-1.46
-0.66,-0.68,-0.13,-5.08,37.70,-22.11,-0.69,-0.71,-0.13,7.25,-24.84,-28.44,0.06,-0.76,-0.30,15.70,-14.03,49.15,-0.87,0.96,0.38,111.79,-120.18,249.99,-1.51,0.75,0.15,8.57,-28.30,62.93,-0.73,0.70,0.30,-16.85,-4.33,-9.25,-0.72,0.44,0.11,-6.29,-3.05,-31.71,-0.81,0.46,0.16,-1.61,-9.54,-4.05,-0.83,0.48,0.21,-9.44,-2.15,4.20,-0.80,0.49,0.18,-1.20,1.10,-4.05
-0.54,-0.84,-0.23,-11.09,63.55,-28.94,-0.61,-0.77,-0.16,21.30,-9.49,1.49,-0.28,-0.86,-0.27,12.10,0.51,7.66,0.45,0.10,-0.25,112.69,-58.04,249.99,-1.84,0.65,0.60,12.73,-74.09,249.99,-0.82,0.91,0.47,22.77,-0.34,-16.12,-0.84,0.52,0.12,-26.41,-3.66,-8.26,-0.70,0.46,0.27,-7.42,1.09,-14.38,-0.77,0.46,0.26,0.56,-1.31,-1.24,-0.78,0.49,0.24,-1.86,-1.33,-2.44
-0.53,-0.74,-0.07,-10.59,25.53,-39.52,-0.47,-0.77,-0.24,8.73,-0.18,-16.74,-0.32,-0.80,-0.25,15.37,-20.32,26.42,0.29,0.02,-0.25,87.17,-67.73,249.99,-2.00,0.73,0.79,18.65,-55.07,249.99,-0.80,0.95,0.42,47.03,-18.38,-41.85,-0.84,0.52,0.13,-16.82,-8.64,-8.31,-0.68,0.47,0.23,1.66,-5.59,-23.43,-0.74,0.49,0.22,0.56,0.59,-3.82,-0.76,0.48,0.19,0.01,2.38,-4.08
-0.57,-0.78,-0.13,-13.39,43.39,-3.80,-0.60,-0.81,-0.18,18.96,-5.86,6.08,-0.25,-0.82,-0.26,11.69,-6.01,34.97,0.12,0.46,-0.04,122.26,-72.26,249.99,-1.59,0.67,0.28,-71.49,-61.30,195.63,-0.70,0.83,0.56,18.42,-3.55,-4.44,-0.82,0.56,0.21,0.34,-3.88,-25.17,-0.76,0.48,0.28,-0.53,-3.33,-10.37,-0.69,0.49,0.29,0.84,1.62,-5.81,-0.72,0.50,0.24,-1.07,1.89,-13.50
-0.44,-0.77,-0.08,-23.82,64.65,-18.40,-0.57,-0.79,-0.18,8.73,-10.33,5.69,-0.45,-0.79,-0.16,12.05,2.67,30.23,0.15,-0.35,-0.30,69.47,-33.28,246.66,-1.31,0.58,0.47,73.00,-71.08,249.99,-1.07,0.92,0.40,25.91,-4.01,22.31,-0.76,0.62,0.13,-29.96,-7.06,9.90,-0.76,0.51,0.19,4.68,-10.74,-25.40,-0.76,0.55,0.25,-0.24,-2.81,-3.52,-0.76,0.53,0.20,-4.95,-0.51,-3.83
-0.66,-0.72,0.08,5.28,28.87,-23.16,-0.65,-0.74,0.00,-1.58,-3.68,-14.69,-0.35,-0.80,-0.13,5.42,4.33,27.59,0.27,0.19,-0.27,144.55,-56.24,249.99,-1.72,0.91,0.59,0.37,-41.08,249.99,-0.58,0.87,0.33,10.00,-7.38,-25.02,-0.81,0.54,0.15,-14.81,5.94,-12.78,-0.67,0.52,0.26,-4.97,0.43,-13.41,-0.76,0.53,0.27,1.86,-3.68,-0.72,-0.74,0.53,0.27,-3.48,1.19,-3.15
-0.59,-0.74,0.10,-36.08,65.64,-70.34,-0.72,-0.77,-0.19,10.43,-20.59,-8.00,-0.42,-0.76,-0.11,15.47,-2.94,24.72,0.01,-0.76,-0.19,43.40,-5.39,249.99,-1.46,1.10,0.84,86.17,-24.74,249.99,-0.94,0.95,0.22,10.15,12.53,-33.37,-0.67,0.63,0.13,-33.79,-10.45,10.66,-0.69,0.56,0.21,6.97,-11.14,-38.64,-0.72,0.58,0.24,-4.39,-4.36,-5.80,-0.74,0.55,0.23,-3.69,-1.24,-5.43
-0.53,-0.69,-0.11,-35.26,67.93,-33.41,-0.69,-0.70,-0.26,5.51,3.52,2.96,-0.49,-0.74,-0.18,24.43,2.29,9.73,-0.09,-0.64,-0.40,47.89,-36.35,113.70,-1.17,1.20,0.77,141.65,-137.34,249.99,-1.19,1.00,0.40,57.32,10.39,41.18,-0.59,0.65,0.23,-37.81,6.37,6.42,-0.73,0.53,0.21,11.38,-2.88,-31.76,-0.66,0.55,0.26,-5.04,-5.87,0.36,-0.69,0.58,0.28,-2.88,0.64,-1.11
-0.55,-0.76,0.20,-47.18,69.70,-51.98,-0.61,-0.78,-0.14,-3.43,9.04,1.69,-0.38,-0.79,-0.22,12.76,20.27,20.03,0.27,0.01,-0.27,94.98,-61.80,249.99,-1.26,0.84,0.34,66.82,-64.91,249.99,-0.70,0.91,0.35,-15.11,-0.60,-13.00,-0.80,0.62,0.10,-28.18,6.62,1.88,-0.68,0.54,0.20,3.18,-0.15,-16.01,-0.72,0.55,0.25,-2.89,-1.61,-7.06,-0.77,0.54,0.23,-1.50,1.24,-2.60
-0.60,-0.70,-0.03,-29.69,54.95,25.79,-0.80,-0.68,-0.16,7.19,0.36,-18.71,-0.55,-0.76,-0.13,14.99,-0.21,0.82,0.13,-0.50,-0.32,42.19,-40.08,166.08,-1.19,1.42,0.63,138.37,-31.90,249.99,-0.91,0.98,0.09,3.88,3.70,-36.93,-0.68,0.60,0.14,-38.54,-5.06,16.82,-0.63,0.53,0.18,9.36,11.01,-37.81,-0.75,0.58,0.24,-3.23,0.45,8.87,-0.65,0.57,0.19,-5.31,1.50,-5.50
-0.49,-0.63,-0.28,-101.75,95.49,-131.35,-0.59,-0.74,-0.28,18.59,-15.47,2.37,-0.45,-0.75,-0.15,26.82,-0.94,31.84,-0.01,-0.46,-0.29,56.29,-22.73,159.95,-1.52,0.72,0.72,53.18,-89.20,249.99,-1.19,0.85,0.44,18.99,-5.58,13.76,-0.75,0.60,0.17,-26.59,-0.98,11.79,-0.64,0.52,0.14,6.34,3.29,-25.85,-0.74,0.54,0.28,-1.19,-7.57,5.66,-0.73,0.53,0.24,-2.53,-3.27,0.02
-0.70,-0.66,0.18,-14.98,26.51,-8.20,-0.62,-0.69,0.02,-7.01,48.66,-27.60,-0.32,-0.83,-0.20,6.85,17.55,-9.21,0.43,0.58,-0.20,160.55,-78.99,249.99,-1.85,1.04,0.51,18.84,1.24,248.04,-0.50,0.73,0.23,-37.78,-8.90,-29.05,-0.84,0.48,0.13,14.60,-1.09,-19.62,-0.64,0.52,0.22,7.25,-3.35,-6.33,-0.76,0.53,0.23,-4.67,0.06,-5.89,-0.77,0.54,0.20,-1.95,1.82,-9.92
-0.52,-0.75,-0.00,-22.28,62.96,-29.05,-0.70,-0.79,-0.20,12.28,-15.61,8.42,-0.39,-0.80,-0.10,11.74,-14.60,25.80,0.55,0.20,-0.31,128.62,-39.23,249.99,-1.68,0.91,0.66,33.36,-0.43,249.99,-0.35,1.03,0.37,-4.31,1.39,-31.05,-0.87,0.54,0.09,-15.08,1.21,-2.81,-0.67,0.54,0.22,5.33,0.18,-14.48,-0.79,0.53,0.26,1.30,-0.53,-2.29,-0.73,0.51,0.16,3.18,3.74,-1.75
-0.41,-0.78,-0.04,-50.92,61.58,-80.31,-0.46,-0.85,-0.28,2.82,-2.50,7.02,-0.17,-0.83,-0.27,19.20,-3.17,39.25,0.20,0.76,-0.06,158.76,-78.29,249.99,-1.66,0.92,0.56,57.99,-31.72,249.99,-0.53,0.76,0.24,0.29,11.73,-26.37,-0.81,0.43,0.10,-4.82,-2.75,-6.94,-0.73,0.48,0.22,-5.37,-9.41,-7.11,-0.75,0.48,0.24,6.42,3.36,-0.95,-0.76,0.50,0.21,-3.60,4.76,-9.10
-0.39,-0.77,-0.07,-34.50,64.69,-83.47,-0.61,-0.80,-0.18,8.18,-9.93,-6.48,-0.42,-0.80,-0.13,19.62,-10.52,18.60,0.59,-0.29,-0.38,72.40,-3.67,249.99,-1.78,0.93,0.68,31.54,-50.18,249.99,-0.75,0.89,0.36,35.22,10.45,-15.50,-0.91,0.49,0.12,-24.49,-12.40,0.08,-0.73,0.49,0.23,13.76,5.16,-17.46,-0.76,0.46,0.17,-9.26,-2.75,-1.10,-0.81,0.52,0.18,-7.36,4.41,-3.06
-0.45,-0.73,-0.05,-42.05,85.01,-120.51,-0.35,-0.85,-0.35,-5.68,9.34,-48.57,-0.39,-0.86,-0.26,23.22,-23.93,33.10,0.40,-0.46,-0.41,82.73,-30.19,249.99,-1.39,0.60,0.50,31.99,-94.33,249.99,-1.04,0.75,0.38,4.85,9.43,-17.56,-0.85,0.40,0.12,-23.14,-8.97,16.66,-0.73,0.41,0.22,6.17,5.65,-21.03,-0.83,0.42,0.23,-0.33,3.56,-1.54,-0.81,0.40,0.19,-2.49,4.72,-1.37
-0.36,-0.85,-0.13,-37.83,66.71,-71.44,-0.39,-0.84,-0.32,21.17,-15.99,14.85,-0.36,-0.80,-0.26,29.84,-21.62,60.46,0.27,0.12,-0.21,122.79,-49.11,249.99,-1.63,0.99,0.69,88.57,-21.87,249.99,-0.69,0.85,0.31,26.15,8.29,-16.48,-0.86,0.47,0.05,-14.44,-0.71,-1.17,-0.73,0.48,0.24,10.01,-0.79,-9.70,-0.80,0.49,0.21,-1.92,-1.67,-0.50,-0.78,0.49,0.16,-3.36,1.27,-3.23
-0.51,-0.71,-0.01,-17.70,63.34,-40.15,-0.51,-0.82,-0.28,8.88,4.38,0.98,-0.53,-0.76,-0.14,18.59,-8.56,24.98,0.13,-0.64,-0.34,32.35,-38.97,133.96,-1.73,1.06,0.89,97.53,-91.65,249.99,-1.21,0.89,0.27,39.81,9.80,-2.74,-0.79,0.51,0.15,-33.71,-9.29,13.40,-0.67,0.47,0.18,15.93,4.14,-22.38,-0.77,0.53,0.14,-7.19,-2.68,1.69,-0.79,0.52,0.15,-4.97,-2.03,-4.63
-0.48,-0.71,-0.13,-26.29,81.41,-80.59,-0.57,-0.78,-0.29,1.22,-1.95,-3.50,-0.51,-0.75,-0.22,17.73,-2.62,29.33,0.36,-0.56,-0.39,44.02,-26.74,190.67,-2.00,1.11,0.96,96.72,-73.16,249.99,-0.92,0.91,0.23,40.08,18.03,-10.11,-0.87,0.53,0.06,-35.08,-12.54,5.07,-0.70,0.44,0.14,11.67,-3.40,-26.06,-0.83,0.54,0.18,-8.30,-1.94,-4.37,-0.79,0.50,0.18,9.39,2.94,-7.36
